499,3APE,3A,82.66666667
500,3APE,3A,84.66666667
501,3APE,3A,88.8
502,3APE,3A,86.66666667
503,3APE,3A,91.2
504,3APE,3A,86
505,3APE,3A,85.33333333
506,3APE,3A,80.66666667
507,3APE,3A,85.33333333
508,3APE,3A,85.33333333
509,3APE,3A,97.06666667
510,3APE,3A,87.33333333
511,3APE,3A,84.66666667
512,3APE,3A,90.66666667
513,3APE,3A,88.26666667
514,3APE,3A,82.13333333
515,3APE,3A,82.8
516,3APE,3A,82.93333333
517,3APE,3A,91.6
518,3APE,3A,82.93333333
519,3APE,3A,88.66666667
520,3APE,3A,82.26666667
521,3APE,3A,84.26666667
522,3APE,3A,88.66666667
523,3APE,3A,83.46666667
524,3APE,3A,88
525,3BPE,3B,61.53846154
526,3BPE,3B,95.38461538
527,3BPE,3B,84.61538462
528,3BPE,3B,93.84615385
529,3BPE,3B,97.69230769
530,3BPE,3B,96.92307692
531,3BPE,3B,91.53846154
532,3BPE,3B,90.76923077
533,3BPE,3B,76.92307692
534,3BPE,3B,95.38461538
535,3BPE,3B,92.30769231
536,3BPE,3B,100
537,3BPE,3B,87.69230769
538,3BPE,3B,93.07692308
540,3BPE,3B,94.61538462
539,3BPE,3B,97.69230769
541,3BPE,3B,51.53846154
542,3BPE,3B,97.69230769
543,3BPE,3B,76.92307692
544,3BPE,3B,94.61538462
545,3BPE,3B,91.53846154
546,3BPE,3B,87.69230769
547,3BPE,3B,90
548,3BPE,3B,80.76923077
549,3BPE,3B,97.69230769
550,3BPE,3B,86.92307692
551,3BPE,3B,94.61538462
552,3BPE,3B,96.15384615
553,3BPE,3B,96.92307692
554,3BPE,3B,82.30769231
555,3BPE,3B,96.15384615
556,3BPE,3B,100
557,3BPE,3B,96.15384615
558,3BPE,3B,95.38461538
559,3BPE,3B,92.30769231
560,3BPE,3B,87.69230769
561,3G1PE,3G1,90
562,3G1PE,3G1,89.09090909
563,3G1PE,3G1,92.72727273
564,3G1PE,3G1,0
566,3G1PE,3G1,82.72727273
565,3G1PE,3G1,78.72727273
567,3G1PE,3G1,91.45454545
568,3G1PE,3G1,80
569,3G1PE,3G1,86.72727273
570,3G1PE,3G1,80.72727273
571,3G1PE,3G1,85.27272727
572,3G1PE,3G1,82.18181818
573,3G1PE,3G1,78
574,3G1PE,3G1,83.45454545
575,3G1PE,3G1,84.54545455
576,3G1PE,3G1,87.27272727
577,3G1PE,3G1,86.72727273
578,3G1PE,3G1,85.81818182
669,3G1PE,3G1,81.45454545
672,3G1PE,3G1,81.27272727
902,3G1PE,3G1,92
579,3G1PE,3G1,86.18181818
580,3G1PE,3G1,91.09090909
581,3G1PE,3G1,79.09090909
582,3G1PE,3G1,96
911,3G1PE,3G1,87.63636364
583,3G1PE,3G1,87.27272727
584,3G1PE,3G1,82.72727273
585,3G1PE,3G1,89.09090909
586,3G1PE,3G1,85.45454545
587,3G1PE,3G1,0
588,3G1PE,3G1,88.90909091
650,3G2PE,3G2,98.5
653,3G2PE,3G2,47.5
654,3G2PE,3G2,74
655,3G2PE,3G2,74
656,3G2PE,3G2,61.25
657,3G2PE,3G2,80.75
658,3G2PE,3G2,82.5
659,3G2PE,3G2,81.75
660,3G2PE,3G2,84.75
661,3G2PE,3G2,85.25
662,3G2PE,3G2,83.25
663,3G2PE,3G2,88.25
664,3G2PE,3G2,78.75
665,3G2PE,3G2,86.5
666,3G2PE,3G2,83
667,3G2PE,3G2,80
668,3G2PE,3G2,84.5
670,3G2PE,3G2,89.75
671,3G2PE,3G2,82
673,3G2PE,3G2,85.75
674,3G2PE,3G2,80.25
675,3G2PE,3G2,78.5
676,3G2PE,3G2,84.5
677,3G2PE,3G2,77
678,3G2PE,3G2,80.5
679,3G2PE,3G2,96
680,3G2PE,3G2,96
681,3G2PE,3G2,75
608,3SPE,3S,93.91304348
649,3SPE,3S,84.86956522
611,3SPE,3S,96.86956522
610,3SPE,3S,94.60869565
609,3SPE,3S,80.17391304
612,3SPE,3S,92.69565217
613,3SPE,3S,78.95652174
614,3SPE,3S,85.39130435
615,3SPE,3S,93.91304348
616,3SPE,3S,88.17391304
618,3SPE,3S,92.17391304
617,3SPE,3S,87.30434783
620,3SPE,3S,86.26086957
619,3SPE,3S,91.65217391
623,3SPE,3S,92.86956522
622,3SPE,3S,82.95652174
621,3SPE,3S,91.65217391
625,3SPE,3S,0
624,3SPE,3S,79.47826087
627,3SPE,3S,87.30434783
626,3SPE,3S,85.73913043
628,3SPE,3S,85.91304348
629,3SPE,3S,94.95652174
630,3SPE,3S,89.73913043
631,3SPE,3S,94.26086957
632,3SPE,3S,88.69565217
634,3SPE,3S,85.56521739
633,3SPE,3S,90.26086957
635,3SPE,3S,88
636,3SPE,3S,90.43478261
637,3SPE,3S,90.26086957
638,3SPE,3S,82.95652174
640,3SPE,3S,86.95652174
639,3SPE,3S,93.39130435
641,3SPE,3S,85.39130435
643,3SPE,3S,86.08695652
642,3SPE,3S,89.56521739
644,3SPE,3S,89.73913043
645,3SPE,3S,91.30434783
646,3SPE,3S,87.13043478
647,3SPE,3S,87.82608696
648,3SPE,3S,86.08695652
908,3SPE,3S,87.13043478
589,3VPE,3V,92.22222222
590,3VPE,3V,76.66666667
591,3VPE,3V,84.44444444
592,3VPE,3V,74.44444444
593,3VPE,3V,87.77777778
594,3VPE,3V,87.77777778
595,3VPE,3V,85.55555556
596,3VPE,3V,97.11111111
597,3VPE,3V,88.88888889
598,3VPE,3V,91.77777778
599,3VPE,3V,83.33333333
909,3VPE,3V,87.77777778
600,3VPE,3V,93.77777778
601,3VPE,3V,92.44444444
602,3VPE,3V,87.55555556
603,3VPE,3V,84.44444444
604,3VPE,3V,86.66666667
606,3VPE,3V,86.66666667
607,3VPE,3V,86.66666667
499,3APUB,3A,82
500,3APUB,3A,78.5
501,3APUB,3A,79.5
502,3APUB,3A,71.5
503,3APUB,3A,78.5
504,3APUB,3A,85.5
505,3APUB,3A,83
506,3APUB,3A,77
507,3APUB,3A,85.5
508,3APUB,3A,81.5
509,3APUB,3A,85
510,3APUB,3A,62
511,3APUB,3A,87.5
512,3APUB,3A,96
513,3APUB,3A,92
514,3APUB,3A,78.5
515,3APUB,3A,95
516,3APUB,3A,81
517,3APUB,3A,86.5
518,3APUB,3A,72.5
519,3APUB,3A,77
520,3APUB,3A,88
521,3APUB,3A,86.5
522,3APUB,3A,88
523,3APUB,3A,84.5
524,3APUB,3A,79.5
525,3BPUB,3B,81
526,3BPUB,3B,81.5
527,3BPUB,3B,80.5
528,3BPUB,3B,79
529,3BPUB,3B,86.5
530,3BPUB,3B,86
531,3BPUB,3B,80
532,3BPUB,3B,87
533,3BPUB,3B,72.5
534,3BPUB,3B,71
535,3BPUB,3B,86.5
536,3BPUB,3B,87.5
537,3BPUB,3B,90.5
538,3BPUB,3B,88
540,3BPUB,3B,75.5
539,3BPUB,3B,87.5
541,3BPUB,3B,75.5
542,3BPUB,3B,75.5
543,3BPUB,3B,79
544,3BPUB,3B,79.5
545,3BPUB,3B,91.5
546,3BPUB,3B,82.5
547,3BPUB,3B,85.5
548,3BPUB,3B,79.5
549,3BPUB,3B,90.5
550,3BPUB,3B,81
551,3BPUB,3B,86
552,3BPUB,3B,87.5
553,3BPUB,3B,85
554,3BPUB,3B,78.5
555,3BPUB,3B,85
556,3BPUB,3B,89
557,3BPUB,3B,80.5
558,3BPUB,3B,71.5
559,3BPUB,3B,75
560,3BPUB,3B,78.5
561,3G1PUB,3G1,70
562,3G1PUB,3G1,80
563,3G1PUB,3G1,76.5
564,3G1PUB,3G1,0
566,3G1PUB,3G1,72.5
565,3G1PUB,3G1,59.5
567,3G1PUB,3G1,97.5
568,3G1PUB,3G1,59.5
569,3G1PUB,3G1,60.5
570,3G1PUB,3G1,85.5
571,3G1PUB,3G1,85
572,3G1PUB,3G1,76
573,3G1PUB,3G1,81
574,3G1PUB,3G1,62.5
575,3G1PUB,3G1,60
576,3G1PUB,3G1,82
577,3G1PUB,3G1,66.5
578,3G1PUB,3G1,87
669,3G1PUB,3G1,74.5
672,3G1PUB,3G1,59.5
902,3G1PUB,3G1,98
579,3G1PUB,3G1,64.5
580,3G1PUB,3G1,86
581,3G1PUB,3G1,59.5
582,3G1PUB,3G1,77
911,3G1PUB,3G1,72.5
583,3G1PUB,3G1,89.5
584,3G1PUB,3G1,79.5
585,3G1PUB,3G1,73
586,3G1PUB,3G1,83.5
587,3G1PUB,3G1,0
588,3G1PUB,3G1,70.5
650,3G2PUB,3G2,76.5
653,3G2PUB,3G2,59.5
654,3G2PUB,3G2,69.5
655,3G2PUB,3G2,78
656,3G2PUB,3G2,60
657,3G2PUB,3G2,77
658,3G2PUB,3G2,91
659,3G2PUB,3G2,66
660,3G2PUB,3G2,77
661,3G2PUB,3G2,59.5
662,3G2PUB,3G2,79
663,3G2PUB,3G2,85.5
664,3G2PUB,3G2,82
665,3G2PUB,3G2,77
666,3G2PUB,3G2,60
667,3G2PUB,3G2,59.5
668,3G2PUB,3G2,71
670,3G2PUB,3G2,64.5
671,3G2PUB,3G2,79
673,3G2PUB,3G2,83.5
674,3G2PUB,3G2,75.5
675,3G2PUB,3G2,59.5
676,3G2PUB,3G2,63
677,3G2PUB,3G2,79.5
678,3G2PUB,3G2,72.5
679,3G2PUB,3G2,79
680,3G2PUB,3G2,78.5
681,3G2PUB,3G2,76
589,3VPUB,3V,88
590,3VPUB,3V,84.5
591,3VPUB,3V,89
592,3VPUB,3V,78
593,3VPUB,3V,74.5
594,3VPUB,3V,84
595,3VPUB,3V,81.5
596,3VPUB,3V,91.5
597,3VPUB,3V,90.5
598,3VPUB,3V,89
599,3VPUB,3V,94.5
909,3VPUB,3V,92.5
600,3VPUB,3V,81.5
601,3VPUB,3V,95
602,3VPUB,3V,91
603,3VPUB,3V,98.5
604,3VPUB,3V,97
606,3VPUB,3V,61.5
